;Vviento00;Vviento01;Vviento02;Vviento03;Vviento04;Vviento05;Vviento06;Vviento07;Vviento08;Vviento09;Vviento10;Vviento11;Vviento12;Vviento13;Vviento14;Vviento15;Vviento16;Vviento17;Vviento18;Vviento19;Vviento20;Vviento21;Vviento22;Vviento23;AlturaOlas00;AlturaOlas01;AlturaOlas02;AlturaOlas03;AlturaOlas04;AlturaOlas05;AlturaOlas06;AlturaOlas07;AlturaOlas08;AlturaOlas09;AlturaOlas10;AlturaOlas11;AlturaOlas12;AlturaOlas13;AlturaOlas14;AlturaOlas15;AlturaOlas16;AlturaOlas17;AlturaOlas18;AlturaOlas19;AlturaOlas20;AlturaOlas21;AlturaOlas22;AlturaOlas23;PeriodoOlas00;PeriodoOlas01;PeriodoOlas02;PeriodoOlas03;PeriodoOlas04;PeriodoOlas05;PeriodoOlas06;PeriodoOlas07;PeriodoOlas08;PeriodoOlas09;PeriodoOlas10;PeriodoOlas11;PeriodoOlas12;PeriodoOlas13;PeriodoOlas14;PeriodoOlas15;PeriodoOlas16;PeriodoOlas17;PeriodoOlas18;PeriodoOlas19;PeriodoOlas20;PeriodoOlas21;PeriodoOlas22;PeriodoOlas23;Temperatura00;Temperatura01;Temperatura02;Temperatura03;Temperatura04;Temperatura05;Temperatura06;Temperatura07;Temperatura08;Temperatura09;Temperatura10;Temperatura11;Temperatura12;Temperatura13;Temperatura14;Temperatura15;Temperatura16;Temperatura17;Temperatura18;Temperatura19;Temperatura20;Temperatura21;Temperatura22;Temperatura23;Lluvia00;Lluvia01;Lluvia02;Lluvia03;Lluvia04;Lluvia05;Lluvia06;Lluvia07;Lluvia08;Lluvia09;Lluvia10;Lluvia11;Lluvia12;Lluvia13;Lluvia14;Lluvia15;Lluvia16;Lluvia17;Lluvia18;Lluvia19;Lluvia20;Lluvia21;Lluvia22;Lluvia23;Nubosidad00;Nubosidad01;Nubosidad02;Nubosidad03;Nubosidad04;Nubosidad05;Nubosidad06;Nubosidad07;Nubosidad08;Nubosidad09;Nubosidad10;Nubosidad11;Nubosidad12;Nubosidad13;Nubosidad14;Nubosidad15;Nubosidad16;Nubosidad17;Nubosidad18;Nubosidad19;Nubosidad20;Nubosidad21;Nubosidad22;Nubosidad23
24.03.2023;19;19;20;21;21;22;22;22;22;23;25;25;25;25;24;24;23;20;20;20;20;20;20;22;3.2;3.1;3.1;3.1;3.1;3.2;3.3;3.3;3.3;3.4;3.5;3.6;3.5;3.6;3.6;3.6;3.6;3.5;3.3;3.3;3.2;3.2;3.2;3.2;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;8;8;8;8;8;8;8;8;8;9;9;10;10;10;10;10;10;9;9;8;8;8;9;9;;;;;;;;;;;;;;;;;;;;;;;;;23;17;32;55;63;96;99;98;89;82;64;72;11;20;14;15;100;100;23;23;100;100;100;100
25.03.2023;19;20;19;18;19;16;14;14;15;11;12;13;12;15;14;11;10;9;7;7;7;8;10;10;3;3;3;3;2.9;2.8;2.6;2.5;2.4;2.3;2.2;2.2;2.1;2;1.9;1.8;1.7;1.6;1.6;1.6;1.6;1.6;1.5;1.5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9;10;10;11;11;10;10;10;9;9;8;8;8;8;8;;;;;;;;;;;;;;;;;;;;;;;0.2;0.4;100;100;100;100;100;100;36;100;100;100;27;88;100;100;100;100;100;100;100;100;100;100;100;100
26.03.2023;16;-;16;15;17;14;11;10;10;13;13;14;12;12;12;10;9;8;6;6;4;5;5;4;1.7;-;1.7;1.8;2;2.1;2.1;2.1;2;2;1.9;1.9;1.9;1.9;1.9;1.9;1.8;1.8;1.8;1.7;1.7;1.6;1.5;1.5;9;-;9;9;9;9;10;10;10;10;10;10;10;10;10;10;12;11;11;11;11;11;11;11;7;-;7;7;7;7;7;7;7;8;9;9;9;9;10;10;10;10;10;9;7;6;5;5;0.7;-;0.2;;;;;;;;;;;;;;;;;;;;;;100;-;100;100;100;100;100;100;100;100;100;100;100;100;100;100;93;96;98;7;7;7;8;32
27.03.2023;3;4;3;4;3;4;4;5;5;6;7;8;10;11;11;10;11;11;12;13;13;13;14;15;1.4;1.4;1.3;1.3;1.2;1.2;1.2;1.1;1.1;1.1;1.1;1;1;1;1;1;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1.2;11;11;11;11;11;11;11;11;10;10;10;10;10;10;10;9;9;9;9;8;8;8;5;5;6;6;6;6;6;6;6;6;6;6;7;8;8;9;9;8;8;8;9;8;8;8;9;8;;;;;;;;;;;;;;;;;;;;;;;;;99;100;100;100;100;100;100;100;100;100;100;100;100;100;79;100;100;100;100;100;100;100;100;100
28.03.2023;15;17;16;17;20;18;19;15;18;19;16;14;15;14;13;13;13;13;12;14;12;11;12;11;1.3;1.5;1.5;1.6;1.8;2;2.2;2.3;2.5;2.8;2.9;2.8;2.7;2.6;2.6;2.5;2.5;2.4;2.3;2.3;2.2;2.2;2.1;2.1;5;5;6;6;6;6;7;7;7;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;9;9;9;9;9;9;9;10;10;10;10;11;11;11;11;10;9;9;10;10;;;;;;0.2;0.5;0.4;0.3;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;80;35;100;100;80;100;100;100
29.03.2023;12;11;10;10;10;12;14;17;15;17;21;20;20;20;19;19;18;15;16;15;14;13;13;12;2;2;2;1.9;1.9;1.9;2;2.2;2.3;2.5;2.7;2.8;2.9;3;2.9;2.9;2.9;2.8;2.7;2.7;2.6;2.5;2.5;2.4;9;8;8;8;8;8;8;7;7;7;7;8;8;8;8;8;8;8;8;9;9;11;11;12;10;10;10;10;10;10;10;10;10;10;11;11;11;11;11;11;11;11;11;10;10;10;9;9;;;;;;;;;;0.1;0.1;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;80;64
30.03.2023;13;13;13;14;13;15;16;17;15;16;15;16;16;19;16;16;16;16;14;17;15;17;13;10;2.4;2.5;2.5;2.5;2.5;2.5;2.7;2.9;2.9;2.8;2.8;2.8;2.7;2.7;2.7;2.6;2.6;2.7;2.7;2.8;2.8;2.8;2.7;2.7;12;12;12;12;11;11;9;9;9;9;10;10;10;10;10;10;10;10;11;11;11;11;11;10;9;9;9;9;10;9;10;10;10;10;10;10;11;11;11;11;10;10;10;9;8;8;9;9;;;;;;;;;;;;;;;;;;;0.1;0.3;0.4;0.6;0.7;0.4;77;100;100;99;96;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
31.03.2023;6;5;7;7;6;8;8;9;9;10;18;15;15;15;15;14;13;15;15;15;13;12;12;13;2.8;3;3.1;3.3;3.7;4;4.2;4.3;4.2;4.2;4.2;4.2;4.1;3.9;3.7;3.6;3.4;3.3;3.3;3.2;3.1;3;2.9;2.8;10;11;11;11;11;15;15;15;15;15;15;15;14;14;14;14;14;14;14;13;13;13;13;13;9;9;9;9;9;9;9;9;9;9;9;9;9;10;10;11;11;11;11;10;10;9;9;10;0.1;0.1;;0.2;0.2;;;;0.1;0.3;0.3;0.2;0.2;;;;0.1;0.1;;0.1;;;;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
01.04.2023;12;11;9;7;7;6;6;9;11;14;17;17;19;19;16;15;17;16;14;15;13;13;14;14;2.7;2.7;2.6;2.5;2.4;2.3;2.3;2.2;2.2;2.1;2;2;1.9;1.9;1.8;1.7;1.7;1.6;1.5;1.5;1.4;1.4;1.3;1.3;13;13;13;13;13;12;12;12;12;12;12;12;12;12;11;11;11;11;11;11;11;11;11;11;10;10;9;9;9;8;7;7;8;9;9;9;9;9;9;11;12;11;10;10;9;8;7;7;;;;;;;;;;;;;0.1;0.2;0.2;;0.2;0.3;;;;;;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;16;52;100;29;32;98;73;8
02.04.2023;12;10;8;7;9;9;7;6;5;5;6;4;4;5;7;8;6;6;5;5;6;5;5;5;1.2;1.2;1.1;1;1;0.9;0.9;0.9;0.8;0.8;0.7;0.7;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;0.6;0.6;0.6;11;11;11;11;11;11;10;10;10;10;10;10;10;10;10;10;10;10;10;10;9;9;9;9;6;5;5;5;4;4;4;5;6;8;9;10;11;12;11;10;9;10;10;9;7;6;6;6;;;;;;;;;;;;;;;;;;;;;;;;;8;6;11;12;8;8;8;80;100;100;100;100;90;56;91;100;100;100;100;100;94;74;23;100
03.04.2023;6;5;6;7;7;8;8;8;9;10;12;13;15;14;15;14;13;13;12;12;11;9;7;7;0.6;0.5;0.5;0.6;0.6;0.6;0.6;0.6;0.7;0.7;0.8;0.9;1;1.2;1.3;1.4;1.4;1.4;1.5;1.5;1.5;1.5;1.5;1.5;9;9;9;10;10;9;9;9;3;4;4;4;4;5;5;5;5;5;5;9;10;10;10;10;6;6;6;6;7;7;7;7;8;9;9;10;10;9;9;9;10;9;9;9;8;7;7;7;;;;;;;;;;;;0.1;0.1;0.1;0.1;0.1;;;0.1;;;;;;95;21;23;85;58;91;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
04.04.2023;8;9;10;10;10;9;10;10;10;10;11;11;12;12;12;12;12;12;12;13;13;14;14;15;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.4;1.4;1.4;1.4;1.4;1.4;1.4;1.3;1.3;1.3;1.3;1.3;1.4;1.4;1.4;1.4;10;10;10;10;10;10;10;10;10;10;12;12;13;13;13;13;13;13;13;13;13;13;12;12;8;7;8;8;8;8;8;8;8;8;9;9;10;10;10;10;10;10;10;9;9;9;9;9;0.1;0.1;;;;0.1;;;;;;;0.1;;;;;;;;0.1;0.4;0.3;0.4;85;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
05.04.2023;15;14;14;14;13;13;12;12;12;12;11;10;8;8;7;6;8;8;7;6;8;6;6;5;1.4;1.5;1.5;1.5;1.5;1.5;1.6;1.6;1.6;1.5;1.5;1.4;1.3;1.3;1.3;1.2;1.2;1.2;1.2;1.3;1.2;1.1;1.1;1;12;12;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;9;9;9;10;10;10;10;10;10;10;10;11;10;10;12;12;12;12;12;12;11;10;9;8;0.6;0.3;0.6;0.8;0.1;0.1;;;;;;0.1;0.4;0.2;0.5;0.4;0.1;0.2;0.3;0.1;;;;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;18;100;100;100;100
06.04.2023;4;4;4;3;5;5;4;6;8;12;11;11;12;11;9;8;8;7;5;6;5;4;4;4;1;0.9;0.9;1;1;1;0.9;1;1;1;0.9;0.9;0.9;0.8;0.8;0.7;0.7;0.7;0.7;0.6;0.6;0.6;0.6;0.6;6;6;6;6;6;5;5;5;5;5;6;6;6;6;6;6;6;7;7;7;7;13;13;13;8;9;9;8;7;6;6;6;6;7;7;7;9;10;11;12;12;11;11;10;8;7;6;6;;;;0.3;0.3;0.1;0.1;;;;;0.1;;;;;;0.1;;;;;;;100;100;100;100;100;58;12;12;11;99;100;100;67;88;72;26;38;97;100;12;100;67;100;100
07.04.2023;4;5;4;3;2;3;3;2;2;4;7;8;9;10;10;11;11;11;10;9;8;7;7;8;0.6;0.6;0.6;0.6;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.6;0.6;0.7;0.7;0.7;0.7;0.7;0.7;0.7;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;6;7;9;10;10;10;10;11;11;10;10;10;9;8;7;7;8;;;;;;;;;;;;;;;;;;;;;;;;;65;96;100;97;85;100;100;100;100;100;93;100;100;100;100;100;100;100;89;91;100;100;100;100
08.04.2023;8;8;9;10;10;10;10;11;12;12;13;15;15;15;15;16;15;15;14;15;15;16;16;16;0.8;0.8;0.8;0.9;0.9;1;1;1;1.1;1.1;1.2;1.3;1.3;1.3;1.4;1.5;1.5;1.5;1.6;1.6;1.6;1.7;1.8;1.8;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;6;6;6;6;6;8;8;8;8;8;8;8;8;9;10;10;10;11;11;11;11;11;11;10;10;10;10;10;9;;;;;;;;;;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
09.04.2023;16;16;16;16;15;15;15;16;16;16;17;18;17;17;16;15;14;16;16;16;18;19;18;16;1.9;1.9;2;2;2.1;2.1;2.1;2.1;2.1;2.1;2.1;2.2;2.2;2.2;2.2;2;1.9;1.8;1.8;1.8;2;2.1;2.2;2.1;6;6;6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;6;7;7;7;9;9;9;9;9;9;9;9;10;10;11;11;11;11;10;10;11;10;10;10;10;10;10;10;;;;;;;;;;;;;;0.1;0.8;;;;;0.4;0.8;0.4;0.1;;97;100;99;19;97;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
10.04.2023;14;16;18;14;13;12;12;12;10;12;14;15;17;17;17;17;17;16;15;16;15;15;14;13;2.1;2.1;2.2;2.1;2;1.9;1.8;1.7;1.7;1.7;1.7;1.8;1.9;2;2.1;2.2;2.2;2.2;2.2;2.1;2;1.9;1.9;1.8;7;7;7;7;7;7;7;7;7;7;7;7;6;7;7;7;7;8;8;8;9;9;9;9;10;10;10;9;8;8;8;8;8;9;9;10;10;11;11;11;10;10;9;8;7;7;7;6;;;;;;;0.1;0.5;0.2;;0.1;0.1;0.3;0.6;0.5;0.6;0.5;0.5;0.3;;;;;;100;100;100;100;100;19;100;100;100;100;100;13;18;28;61;88;81;69;72;12;5;;;6
11.04.2023;13;10;9;10;10;10;11;10;11;15;14;16;17;19;21;21;25;21;21;20;21;19;17;18;1.8;1.7;1.7;1.6;1.6;1.6;1.6;1.6;1.5;1.6;1.6;1.7;1.9;2;2.2;2.5;3.1;3.2;3.3;3.2;3.1;3;2.9;2.9;9;9;9;9;9;9;7;9;8;7;7;6;6;6;7;7;7;8;8;9;9;9;9;10;6;6;5;5;6;6;6;6;8;9;8;8;9;9;9;9;10;10;7;6;6;5;4;4;;;;;;;;;;0.2;0.7;1.1;1;0.9;0.9;2.1;1.5;0.1;0.1;0.6;;;;;89;100;100;100;100;100;17;100;100;100;100;100;100;100;100;100;100;100;61;58;100;20;12;16
12.04.2023;18;16;17;19;21;27;35;27;27;26;25;21;18;25;29;29;26;26;26;26;24;22;21;19;2.8;2.7;2.7;2.8;3.1;3.6;4.4;4.6;4.7;4.4;4;3.6;3.2;3;3;3;2.9;2.7;2.6;2.6;2.4;2.3;2.2;2;10;10;10;10;9;9;9;10;10;10;11;11;11;10;9;9;9;9;9;9;9;9;9;9;4;4;5;5;5;5;5;5;5;5;6;6;7;6;6;6;8;8;8;8;7;7;7;6;;;0.1;;;;0.4;0.6;0.6;;;0.3;0.3;1.8;1.8;0.4;;;;;;;;;17;100;100;100;77;12;100;100;100;65;65;100;9;100;100;100;100;100;100;100;100;100;100;100
13.04.2023;16;13;11;9;8;7;8;7;7;9;10;9;9;9;9;9;8;7;6;6;5;4;3;4;1.9;1.9;1.8;1.7;1.6;1.5;1.4;1.4;1.3;1.3;1.3;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.3;1.2;1.2;1.1;1.1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;6;6;5;4;3;3;3;3;4;6;8;9;10;10;10;10;10;10;9;8;7;6;5;4;;;;;;;;;;;;;;0.3;0.3;0.3;0.3;0.1;0.3;0.3;0.2;;;;14;28;95;6;;6;6;;;;5;5;10;7;99;69;100;100;100;100;100;69;85;94
14.04.2023;4;4;5;5;5;6;5;6;6;9;9;10;11;10;11;9;12;11;9;11;12;8;8;7;1;1.1;1.1;1.1;1.1;1;1;1;1;1;0.9;0.9;0.9;0.8;0.8;0.9;0.9;1.1;1.2;1.2;1.3;1.4;1.4;1.3;8;8;8;8;8;8;7;7;7;7;7;7;7;8;8;8;8;9;9;9;9;9;10;10;4;5;5;5;5;5;5;5;5;6;8;9;10;11;11;12;11;11;11;10;8;7;6;5;;;;;;;;0.1;;;;;;;;;0.1;0.1;0.1;0.1;;;;;100;100;100;100;100;100;100;100;55;62;32;14;6;11;7;6;65;93;19;6;7;6;6;5
15.04.2023;7;6;6;5;5;5;5;3;3;2;1;4;6;8;8;8;11;10;6;9;11;10;11;11;1.3;1.3;1.3;1.3;1.2;1.2;1.2;1.2;1.1;1.1;1.1;1.1;1;1;1;1;1;1;1;1;1;1;1.1;1.1;10;10;10;10;10;10;9;9;9;9;9;9;9;9;9;8;8;8;8;8;8;8;8;8;4;4;3;3;3;3;3;3;5;6;8;9;10;9;9;9;9;9;8;9;9;9;9;9;;;;;;;;;;;;;;;;;;;0.1;;;;;0.1;6;11;84;88;68;11;5;;7;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
16.04.2023;11;9;9;8;7;8;7;8;8;8;9;9;8;8;9;9;8;8;7;7;6;5;5;6;1.2;1.3;1.4;1.3;1.3;1.2;1.1;1.1;1;1;0.9;0.9;0.9;0.9;0.9;0.9;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;8;5;6;6;6;6;6;6;6;7;7;7;7;7;7;12;12;12;12;12;12;12;12;12;9;9;10;10;10;10;10;11;11;11;12;12;13;13;13;13;13;12;12;12;11;11;11;11;0.1;;;;;;;;;;;0.1;;;;;;;0.1;;;;;;100;100;100;100;100;100;100;100;98;100;100;94;99;95;89;79;73;100;100;100;100;100;100;100
17.04.2023;6;5;4;4;4;5;5;5;6;8;8;7;7;6;6;5;5;5;5;5;4;3;3;4;0.8;0.9;0.9;0.9;0.9;0.9;0.9;0.8;0.9;0.9;0.9;1;1;1;1;1;1;1;1;1;1;1;1;1;12;11;11;11;11;11;11;11;11;11;11;11;11;12;12;12;12;12;12;12;12;12;12;12;10;10;9;10;10;11;11;11;11;11;11;11;12;13;13;13;13;13;12;12;10;9;9;9;;;;;;;;0.1;0.1;0.1;;;;;;;;;;;;;;;31;44;100;94;100;100;100;100;100;100;100;100;100;84;86;98;80;74;36;;;;;5
18.04.2023;4;5;4;5;6;6;6;7;7;9;9;12;11;10;10;12;12;11;10;9;9;10;10;12;1;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;1;1;1;1;1;1;1;1;1;1;1;1.1;1.2;12;12;12;12;12;12;12;12;12;12;12;11;11;11;12;12;12;12;12;12;12;13;13;5;8;9;10;10;10;10;10;10;11;11;10;11;11;11;11;12;12;12;12;11;10;8;8;9;;;;;0.1;;;;;;;;0.1;0.1;0.1;;;0.1;;;;;;;50;68;100;100;100;56;100;100;100;100;100;100;83;99;100;30;;;;;5;5;;
19.04.2023;12;10;9;10;11;11;10;8;10;13;14;14;14;14;15;13;15;13;13;14;13;13;14;15;1.3;1.3;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.3;1.3;1.3;1.2;1.2;1.2;1.1;1.1;1.1;1;1;1;1;1;1.1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;9;8;7;7;7;7;6;6;7;9;10;11;11;12;12;11;12;13;12;11;10;10;10;10;;;;;;;;;;;;;;;;;0.1;0.2;0.3;0.3;0.1;0.4;0.6;0.2;6;;;5;7;6;21;30;44;44;;51;58;61;72;100;69;73;58;12;11;72;73;100
20.04.2023;16;15;14;14;14;14;14;14;15;16;17;16;16;16;15;14;13;12;11;9;8;9;10;9;1.3;1.4;1.4;1.5;1.6;1.6;1.7;1.7;1.7;1.7;1.7;1.7;1.6;1.6;1.5;1.4;1.3;1.3;1.2;1.1;1;0.9;0.9;0.9;5;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;9;9;8;7;7;6;6;6;7;8;9;10;10;10;11;11;11;11;11;11;9;7;7;7;;;;;;;;;;;;;;;;;;;;;;;;;100;100;100;100;52;12;;;;;;;5;;5;5;5;;5;6;6;6;6;6
21.04.2023;10;12;10;10;12;12;11;9;10;13;13;11;10;11;12;12;13;12;13;11;10;10;7;6;0.9;0.9;1;1.1;1.1;1.2;1.2;1.1;1.1;1.2;1.1;1.1;1;0.9;0.9;0.9;0.9;0.9;0.9;0.8;0.7;0.6;0.6;0.6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;11;10;10;7;8;7;6;7;7;6;6;7;8;9;10;11;10;9;10;11;10;11;10;9;8;7;6;;;;;;;;;;;0.1;;;0.2;0.1;;;;;;;;;;;;;;;;6;7;22;42;30;35;65;100;100;100;100;100;100;9;9;11;10;7
22.04.2023;6;5;5;5;5;4;4;2;2;3;4;4;7;8;7;7;7;7;6;6;6;4;4;1;0.6;0.5;0.6;0.6;0.6;0.6;0.6;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.8;0.8;0.8;0.8;0.8;10;10;10;10;10;10;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10;10;5;5;5;6;6;6;6;7;8;8;8;9;10;10;10;10;10;10;9;9;8;7;8;8;;;;;;;;;;;;;0.1;0.1;0.1;;;;;;;;;0.1;12;38;92;100;100;100;100;100;100;100;99;99;89;80;50;15;33;99;100;100;100;100;100;100
23.04.2023;1;6;5;4;1;6;11;7;8;8;7;7;7;6;7;6;8;7;8;7;6;5;6;6;0.8;0.8;0.8;0.8;0.8;0.9;0.9;0.9;0.9;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;7;8;7;7;7;7;5;5;5;4;5;6;10;10;11;11;12;11;12;11;10;8;8;8;;0.4;0.8;1.5;1.6;1.8;1.2;;0.1;0.1;;;0.1;0.1;0.2;0.1;;0.1;;;;0.1;0.1;;100;100;100;100;100;100;100;100;100;100;100;100;34;11;86;100;96;100;6;6;75;72;100;100
24.04.2023;6;7;8;8;9;8;6;8;9;11;11;12;13;10;10;8;9;8;8;8;6;6;4;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1.1;1.1;1.1;1;1;1;0.9;0.9;0.9;0.9;0.8;10;10;10;10;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;8;8;8;6;7;7;7;5;6;7;7;8;7;6;7;8;9;9;10;8;7;6;4;4;0.1;0.1;0.1;;;;;;;;;;0.1;0.1;;;0.1;0.1;0.1;0.1;0.1;0.1;;;94;100;100;69;49;100;100;90;17;49;100;100;100;100;100;100;100;100;88;88;100;100;9;10
25.04.2023;5;6;4;4;7;7;7;7;6;8;10;10;11;13;13;14;13;12;12;11;11;10;10;9;0.8;0.8;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.8;0.9;1.1;1.2;1.2;1.1;1.1;1;1;1.1;1.1;1.2;8;8;8;8;8;8;8;8;8;8;8;8;8;8;4;5;5;5;5;5;5;5;5;6;3;2;2;2;2;1;1;1;3;6;8;9;9;9;8;9;9;9;9;8;8;8;8;8;;;;;;;;;;;;;0.1;0.3;0.3;0.3;0.2;0.1;0.1;0.1;;;;0.1;11;;;;;16;16;54;79;73;100;100;100;100;100;100;100;100;100;100;100;100;100;100
26.04.2023;7;6;8;8;8;8;9;9;9;9;9;9;9;10;10;9;9;9;9;9;8;8;9;10;1.2;1.2;1.3;1.3;1.3;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.1;1.1;1.1;1.1;1.1;1;1;1;1;6;6;6;6;6;6;6;6;6;6;6;6;7;7;7;7;7;7;8;8;8;8;8;8;8;8;8;7;7;7;7;8;8;8;8;9;9;10;11;11;11;10;10;10;9;9;9;9;0.1;0.1;;;;;;;;;;;;;;;;;;;;;;0.1;100;100;100;96;100;100;100;100;100;100;100;100;100;100;100;100;79;83;97;55;92;99;100;100
27.04.2023;8;8;8;9;10;10;10;10;10;10;13;10;11;10;10;9;9;10;10;8;6;6;4;4;1;1;1;1;1;1;1;1;1;1;1.1;1.1;1;1;1;1;1;1.1;1.1;1;0.9;0.9;0.9;0.9;8;8;9;9;9;9;9;9;9;9;9;9;5;9;5;5;5;5;5;5;5;5;5;9;9;9;10;10;10;10;10;10;10;10;11;11;11;11;11;11;10;10;10;11;11;10;10;10;;;;;;0.1;;0.1;0.1;0.1;0.1;0.2;0.4;0.2;0.1;0.2;0.1;;;0.1;;0.1;;;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
28.04.2023;4;3;3;3;3;3;4;4;3;3;4;5;3;3;3;6;8;6;7;8;9;8;6;4;0.8;0.8;0.8;0.8;0.8;0.8;0.9;0.9;0.9;1;1;1;1.1;1.1;1;1;1;1;1;1;1;1;1;1;9;9;9;9;9;8;8;7;7;7;7;7;8;8;8;8;8;8;8;8;8;8;8;8;10;10;10;10;10;10;10;11;11;12;14;14;14;14;14;14;14;13;12;12;12;11;11;11;0.1;;;;;;;;;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;;99;100;100;100;100;100;100;100;100;20;19;37;100
29.04.2023;3;3;3;3;2;3;3;4;5;5;5;7;8;9;9;9;10;8;8;8;8;7;6;7;1;0.9;0.9;0.9;0.9;0.9;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.9;0.9;0.8;0.8;8;9;9;9;9;9;9;8;8;8;8;8;8;8;9;9;9;10;10;10;10;10;10;10;10;10;10;10;10;9;10;10;11;12;12;13;14;14;14;14;13;13;13;12;12;11;12;11;;;;;;;;;;;;;;;;;;;;;;;;;100;77;100;100;100;100;69;69;100;100;100;100;78;55;39;45;20;69;100;100;100;100;100;100
30.04.2023;6;5;5;5;6;6;7;7;7;7;7;7;8;10;11;11;8;6;6;8;9;7;6;5;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.7;0.7;0.7;0.7;0.7;0.8;0.8;0.9;0.9;0.9;0.9;1;1;1;1;0.9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;5;5;5;5;5;11;11;11;11;11;11;11;11;12;12;12;13;13;14;14;14;14;15;14;13;12;11;10;9;;;;0.1;0.1;0.1;;;;;0.1;;;;0.1;0.2;0.2;0.4;0.2;0.5;0.4;0.1;;;100;100;100;100;100;100;100;100;100;100;100;100;100;99;74;18;100;55;;;8;14;8;
01.05.2023;4;6;5;6;7;6;6;5;6;8;9;8;6;7;6;5;4;4;4;5;6;6;5;5;0.9;0.9;0.9;0.9;0.9;0.9;0.8;0.8;0.8;0.8;0.8;0.8;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;6;10;10;10;10;10;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;8;8;10;11;12;12;13;15;15;14;14;14;15;15;14;13;12;12;12;;;;;;;;;;;;;;0.1;;0.1;;;;0.1;;;;;;5;9;;18;27;;100;100;100;100;100;15;91;100;100;100;100;100;95;92;100;100;100
